Values for V_o(t) = 0.5 + (0.21)/2 * sin(300t):
0.000 0.50000
0.005 0.60474
0.010 0.51482
0.015 0.39736
0.020 0.47066
0.025 0.59849
0.030 0.54327
0.035 0.40763
0.040 0.44366
0.045 0.58440
0.050 0.56828
0.055 0.42526
0.060 0.42115
0.065 0.56358
0.070 0.58785
0.075 0.44885
0.080 0.40491
0.085 0.53770
0.090 0.60042
0.095 0.47651
